epoch,train_loss,val_loss
1,0.7894433587789536,0.9847747683525085
2,0.7622372657060623,0.9998780488967896
3,0.6505971103906631,0.9998779892921448
4,0.620442345738411,0.9860466122627258
5,0.5970949083566666,0.6042230129241943
6,0.5725901275873184,0.6149203181266785
7,0.5752641260623932,0.7786824703216553
8,0.5601865202188492,0.6558525562286377
9,0.5045274794101715,0.6284138560295105
10,0.49494823813438416,0.7288872599601746
11,0.4586547464132309,0.8059790730476379
12,0.4194842129945755,0.8152263760566711
13,0.4061944931745529,0.8213804960250854
14,0.38935764133930206,0.819755494594574
15,0.43303871154785156,0.6268541216850281
16,0.42725734412670135,0.4558447599411011
17,0.4047430455684662,0.5902999043464661
18,0.3784298151731491,0.4532354474067688
19,0.38335633277893066,0.48624318838119507
20,0.41712918877601624,0.6279966831207275
21,0.47862499952316284,0.8377466201782227
22,0.427381694316864,0.9990466833114624
23,0.42306335270404816,0.9998725652694702
24,0.4223230183124542,0.4272722601890564
25,0.3962050825357437,0.4178314805030823
26,0.38640813529491425,0.4572451114654541
27,0.36686839163303375,0.4842929244041443
28,0.42758093774318695,0.9998626112937927
29,0.39572614431381226,0.5159510374069214
30,0.3859678655862808,0.5728932023048401
31,0.3698751926422119,0.4124872088432312
32,0.37285156548023224,0.8272151947021484
33,0.3868531584739685,0.37562310695648193
34,0.37834325432777405,0.9998780488967896
35,0.37536342442035675,0.34834718704223633
36,0.36010292172431946,0.4101429581642151
37,0.46736934781074524,0.5551918148994446
38,0.5184268206357956,0.9998744130134583
39,0.500076174736023,0.9998757243156433
40,0.49042050540447235,0.9691151976585388
41,0.43127313256263733,0.5043333768844604
42,0.4240938425064087,0.9746890068054199
43,0.40421874821186066,0.9741161465644836
44,0.3861715793609619,0.43778347969055176
45,0.39194299280643463,0.6168299913406372
46,0.3799189627170563,0.4462614059448242
47,0.37973643839359283,0.5946570038795471
48,0.3646834045648575,0.5283585786819458
49,0.362382173538208,0.4635630249977112
50,0.34882740676403046,0.825702428817749
51,0.37029246985912323,0.5046422481536865
52,0.36692652106285095,0.5479031801223755
53,0.35017062723636627,0.4565858840942383
54,0.37556391954421997,0.747819185256958
55,0.3695179224014282,0.5048983097076416
56,0.3650013506412506,0.3491901755332947
57,0.3720460385084152,0.43899005651474
58,0.35246093571186066,0.38698720932006836
59,0.34994107484817505,0.9998780488967896
60,0.3521784543991089,0.8355434536933899
61,0.38536475598812103,0.5933886170387268
62,0.37592747807502747,0.9998780488967896
63,0.36904436349868774,0.7975389957427979
64,0.3934103697538376,0.37198853492736816
65,0.371039941906929,0.38656604290008545
66,0.3413487672805786,0.3781781792640686
67,0.3472588062286377,0.32932430505752563
68,0.3399985581636429,0.3739759922027588
69,0.3369503617286682,0.35159850120544434
70,0.34936943650245667,0.33041101694107056
71,0.34752357006073,0.38999688625335693
72,0.3870561867952347,0.8201056718826294
73,0.4796900898218155,0.9998780488967896
74,0.43588924407958984,0.9627580642700195
75,0.44444839656352997,0.9998780488967896
76,0.403830885887146,0.9983404278755188
77,0.4578612148761749,0.8394036889076233
78,0.40551044046878815,0.41940152645111084
